genre,dtg,mpaa,releasedate,budget,runtime,title
Foreign,806,Unrated,2014-06-27 00:00:00,nan,90,Jackpot
Romantic Comedy,0,Unrated,2014-05-23 00:00:00,nan,107,Lila Lila
Foreign,1048143,Unrated,2014-10-02 00:00:00,nan,160,Haider
Romance,1021398,R,2014-06-20 00:00:00,nan,130,Third Person
Foreign,57474,Unrated,2014-06-06 00:00:00,nan,113,Borgman
Drama,587774,R,2014-09-12 00:00:00,nan,122,The Disappearance of Eleanor Rigby
Foreign,921277,Unrated,2014-02-28 00:00:00,nan,153,Shaadi Ke Side Effects
Animation,857522,PG,2014-12-19 00:00:00,nan,93,Song of the Sea
Foreign,817192,Unrated,2014-05-23 00:00:00,nan,110,Kochadaiiyaan
Foreign,3313,Unrated,2014-05-30 00:00:00,nan,122,Age of Uprising: The Legend of Michael Kohlhaas
Foreign,777896,Unrated,2014-10-03 00:00:00,nan,116,Breakup Buddies
Sci-Fi,257706,R,2014-09-19 00:00:00,nan,107,The Zero Theorem
Drama,767732,R,2014-05-09 00:00:00,nan,98,Palo Alto
Foreign / Action,730530,Unrated,2014-06-27 00:00:00,nan,129,Ek Villain
Foreign,710508,Unrated,2014-09-19 00:00:00,nan,130,Khoobsurat
Foreign / Action,706893,Unrated,2014-06-06 00:00:00,nan,161,Holiday
Foreign,646035,Unrated,2014-02-07 00:00:00,nan,140,Hasee Toh Phasee
Comedy / Drama,645186,R,2014-08-15 00:00:00,nan,95,Frank
Foreign,621300,Unrated,2014-09-05 00:00:00,nan,122,Mary Kom
Sci-Fi Thriller,600896,PG-13,2014-06-13 00:00:00,nan,95,The Signal
Foreign,569280,Unrated,2014-12-12 00:00:00,nan,,Back in Time
Foreign,529136,Unrated,2014-02-21 00:00:00,nan,132,Highway
Crime,523511,R,2014-04-02 00:00:00,nan,93,Dom Hemingway
Romantic Comedy,513447,R,2014-08-22 00:00:00,nan,91,The One I Love
Drama,7791,Unrated,2014-06-27 00:00:00,nan,114,Archipelago
Foreign,491910,Unrated,2014-11-21 00:00:00,nan,99,A Girl Walks Home Alone at Night
Sci-Fi,137815,Unrated,2014-08-29 00:00:00,nan,117,The Congress
Romantic Thriller,444179,R,2014-02-21 00:00:00,nan,,In Secret
Documentary,127754,Unrated,2014-09-26 00:00:00,nan,97,Bjork - Biophilia Live
Foreign,430760,Unrated,2014-09-05 00:00:00,nan,106,But Always
Foreign,428318,Unrated,2014-02-14 00:00:00,nan,122,Beijing Love Story
Foreign,390099,Unrated,2014-10-24 00:00:00,nan,70,Goodbye to Language
Foreign,380011,Unrated,2014-07-11 00:00:00,nan,133,Humpty Sharma Ki Dulhania
Foreign,375495,Unrated,2014-11-26 00:00:00,nan,,Women Who Flirt
Drama,373375,R,2014-04-11 00:00:00,nan,117,Joe
Foreign,356000,Unrated,2014-02-21 00:00:00,nan,96,Omar
Drama,350006,PG-13,2014-03-07 00:00:00,nan,92,The Face of Love
Music Drama,340911,R,2014-09-26 00:00:00,nan,118,Jimi: All Is By My Side
Drama,336472,R,2014-07-18 00:00:00,nan,113,I Origins
Foreign,62506,Unrated,2014-06-20 00:00:00,nan,126,The Last Sentence
Foreign,317324,Unrated,2014-03-14 00:00:00,nan,116,On My Way
Foreign,313770,Unrated,2014-11-21 00:00:00,nan,,Happy Ending
Documentary,310116,Unrated,2014-09-12 00:00:00,nan,94,I Am Eleven
Foreign / Action,38106,Unrated,2014-02-07 00:00:00,nan,100,7 Boxes
Foreign,293680,Unrated,2014-05-23 00:00:00,nan,126,The Dance of Reality
Romantic Comedy,285863,PG-13,2014-11-07 00:00:00,nan,97,Elsa & Fred
Foreign,274579,Unrated,2014-04-04 00:00:00,nan,100,Main Tera Hero
Thriller,271755,R,2014-05-30 00:00:00,nan,112,Night Moves
Foreign,271734,Unrated,2014-12-24 00:00:00,nan,135,Love on the Cloud
Comedy,265452,R,2014-08-29 00:00:00,nan,94,Life of Crime
Documentary,258237,PG-13,2014-09-12 00:00:00,nan,95,The Green Prince
Foreign,256872,Unrated,2014-12-05 00:00:00,nan,144,Action Jackson
Foreign,254666,R,2014-10-03 00:00:00,nan,75,The Blue Room
Foreign,251555,Unrated,2014-09-19 00:00:00,nan,147,Tazza: The Hidden Card
Documentary,235659,PG,2014-08-08 00:00:00,nan,91,James Cameron's Deepsea Challenge 3D
Foreign,0,R,2014-04-18 00:00:00,nan,104,Gabrielle
Foreign,208959,Unrated,2014-06-27 00:00:00,nan,114,The Breakup Guru
Foreign,201700,Unrated,2014-03-07 00:00:00,nan,99,Bethlehem
Comedy / Drama,200406,R,2014-05-09 00:00:00,nan,93,The Double
Drama,200126,Unrated,2014-10-17 00:00:00,nan,108,Listen Up Philip
Foreign,180590,Unrated,2014-05-30 00:00:00,nan,102,We Are The Best!
Foreign / Action,172343,Unrated,2014-04-18 00:00:00,nan,112,That Demon Within
Drama,169976,R,2014-05-09 00:00:00,nan,87,God's Pocket
Drama,4529,Unrated,2014-06-27 00:00:00,nan,100,Unrelated
Comedy / Drama,22004,R,2014-08-22 00:00:00,nan,99,May in the Summer
Foreign,133663,Unrated,2014-01-10 00:00:00,nan,96,The Jewish Cardinal
Foreign,116044,Unrated,2014-12-03 00:00:00,nan,100,Zero Motivation
Comedy / Drama,3450,R,2014-09-19 00:00:00,nan,83,Life's a Breeze
Foreign,102931,Unrated,2014-10-17 00:00:00,nan,177,The Golden Era
Drama,102757,Unrated,2014-09-05 00:00:00,nan,111,God Help the Girl
Crime Drama,100035,R,2014-01-03 00:00:00,nan,131,The Best Offer
Foreign,97170,Unrated,2014-02-19 00:00:00,nan,112,Child's Pose
Comedy,92384,R,2014-04-11 00:00:00,nan,98,Cuban Fury
Romantic Comedy,91401,R,2014-02-14 00:00:00,nan,101,Girl on a Bicycle
Drama,89661,R,2014-03-28 00:00:00,nan,98,Breathe In
Comedy,88273,R,2014-08-15 00:00:00,nan,91,Life After Beth
Documentary,87879,Unrated,2014-09-26 00:00:00,nan,72,Advanced Style
Comedy,75143,Unrated,2014-03-14 00:00:00,nan,91,Better Living Through Chemistry
Documentary,67421,R,2014-04-25 00:00:00,nan,89,For No Good Reason
Foreign,66559,R,2014-08-29 00:00:00,nan,109,The Notebook
Foreign,63649,Unrated,2014-05-23 00:00:00,nan,146,Heropanti
Foreign,63063,Unrated,2014-06-13 00:00:00,nan,116,No Tears for the Dead
Foreign,61067,Unrated,2014-04-25 00:00:00,nan,93,Young and Beautiful
Foreign,60537,Unrated,2014-06-27 00:00:00,nan,97,Siddharth
Romantic Comedy,59209,R,2014-05-02 00:00:00,nan,95,Walk of Shame
Foreign,58657,R,2014-08-29 00:00:00,nan,111,The Conformist
Comedy / Drama,58293,R,2014-10-17 00:00:00,nan,105,Rudderless
Foreign,56823,Unrated,2014-01-10 00:00:00,nan,96,The Rocket
Drama,54915,Unrated,2014-08-27 00:00:00,nan,105,Starred Up
Drama,54529,R,2014-05-16 00:00:00,nan,113,Half of a Yellow Sun
Drama,54030,R,2014-04-11 00:00:00,nan,102,Hateship Loveship
Foreign,53895,Unrated,2014-10-24 00:00:00,nan,117,"1,000 Times Good Night"
Drama,48390,R,2014-05-02 00:00:00,nan,91,Decoding Annie Parker
Foreign,11263,Unrated,2014-06-13 00:00:00,nan,105,Policeman
Drama,33821,R,2014-10-24 00:00:00,nan,91,White Bird in a Blizzard
Animation,32188,G,2014-10-03 00:00:00,nan,77,The Hero of Color City
Romance,32111,Unrated,2014-09-12 00:00:00,nan,128,Bird People
Foreign,28098,Unrated,2014-07-09 00:00:00,nan,106,Closed Curtain
Drama,27054,Unrated,2014-09-26 00:00:00,nan,91,Lilting
Comedy,25368,R,2014-02-14 00:00:00,nan,93,Adult World
Foreign,23268,Unrated,2014-12-19 00:00:00,nan,114,A Tale of Winter
Documentary,21327,Unrated,2014-10-01 00:00:00,nan,94,The Decent One
Action Drama,19480,R,2014-10-17 00:00:00,nan,,Guardian Angel
Comedy,0,PG-13,2014-04-18 00:00:00,nan,85,Tasting Menu
Romantic Comedy,18612,R,2014-09-26 00:00:00,nan,86,Two Night Stand
Foreign,18058,PG-13,2014-03-07 00:00:00,nan,110,Journey to the West
Foreign,16731,Unrated,2014-06-11 00:00:00,nan,231,Burning Bush
Foreign,14817,Unrated,2014-05-14 00:00:00,nan,115,Horses of God
Thriller,13809,R,2014-04-18 00:00:00,nan,92,13 Sins
Drama,13302,R,2014-10-17 00:00:00,1000000,117,Camp X-Ray
Foreign / Action,12666,R,2014-03-07 00:00:00,nan,99,Special ID
Action Horror,12139,R,2014-11-14 00:00:00,nan,91,Wolves
Action / Adventure,11774,R,2014-09-05 00:00:00,nan,103,Falcon Rising
Drama,11486,R,2014-10-10 00:00:00,nan,104,You're Not You
Foreign,11342,Unrated,2014-06-13 00:00:00,nan,89,The Amazing Catfish
Foreign,10433,Unrated,2014-09-12 00:00:00,nan,138,Stray Dogs
Adventure,8462,PG-13,2014-08-29 00:00:00,nan,84,Canopy
Foreign,8425,Unrated,2014-01-31 00:00:00,nan,96,Love is in the Air
Foreign,8244,Unrated,2014-07-11 00:00:00,nan,100,Empty Hours
Foreign / Horror,7865,Unrated,2014-06-06 00:00:00,nan,100,Rigor Mortis
Foreign,7440,Unrated,2014-09-26 00:00:00,nan,88,The Little Bedroom
Documentary,7051,Unrated,2014-10-31 00:00:00,nan,84,Plot for Peace
Drama,0,R,2014-07-25 00:00:00,nan,91,Very Good Girls
Thriller,6871,R,2014-12-05 00:00:00,nan,110,Pioneer
Drama,6547,PG-13,2014-01-17 00:00:00,nan,101,Life of a King
Foreign,5885,Unrated,2014-08-01 00:00:00,nan,72,The Strange Little Cat
Foreign,5819,Unrated,2014-06-06 00:00:00,nan,91,"2 Autumns, 3 Winters"
Horror,5746,PG-13,2014-10-10 00:00:00,nan,86,The Devil's Hand
Thriller,0,R,2014-06-06 00:00:00,nan,99,Anna
Thriller,1750,Unrated,2014-11-07 00:00:00,nan,100,Open Windows
War Drama,1714,PG-13,2014-11-07 00:00:00,nan,116,Mr. Pip
Animation,400738009,PG,2013-11-22 00:00:00,150000000,108,Frozen
Action / Adventure,409013994,PG-13,2013-05-03 00:00:00,200000000,129,Iron Man 3
Animation,368061265,PG,2013-07-03 00:00:00,76000000,98,Despicable Me 2
Fantasy,258366855,PG-13,2013-12-13 00:00:00,nan,161,The Hobbit: The Desolation of Smaug
Action / Adventure,424668047,PG-13,2013-11-22 00:00:00,130000000,146,The Hunger Games: Catching Fire
Action,238679850,PG-13,2013-05-24 00:00:00,160000000,130,Fast & Furious 6
Animation,268492764,G,2013-06-21 00:00:00,nan,107,Monsters University
Sci-Fi Thriller,274092705,PG-13,2013-10-04 00:00:00,100000000,91,Gravity
Action / Adventure,291045518,PG-13,2013-06-14 00:00:00,225000000,143,Man of Steel
Action / Adventure,206362140,PG-13,2013-11-08 00:00:00,170000000,120,Thor: The Dark World
Animation,187168425,PG,2013-03-22 00:00:00,135000000,98,The Croods
Action Horror,202359711,PG-13,2013-06-21 00:00:00,190000000,116,World War Z
Adventure,234911825,PG,2013-03-08 00:00:00,215000000,127,Oz The Great and Powerful
Sci-Fi Adventure,228778661,PG-13,2013-05-16 00:00:00,190000000,123,Star Trek Into Darkness
Action,132556852,PG-13,2013-07-26 00:00:00,120000000,126,The Wolverine
Sci-Fi Action,101802906,PG-13,2013-07-12 00:00:00,190000000,131,Pacific Rim
Drama,116900694,R,2013-12-25 00:00:00,100000000,180,The Wolf of Wall Street
Action,122523060,PG-13,2013-03-28 00:00:00,130000000,99,G.I. Joe: Retaliation
Comedy,112200072,R,2013-05-23 00:00:00,103000000,100,The Hangover Part III
Thriller,117723989,PG-13,2013-05-31 00:00:00,75000000,116,Now You See Me
Drama,144840419,PG-13,2013-05-10 00:00:00,105000000,143,The Great Gatsby
Family Comedy,71017784,PG,2013-07-31 00:00:00,105000000,105,The Smurfs 2
Horror,137400141,R,2013-07-19 00:00:00,20000000,112,The Conjuring
Action,67349198,R,2013-02-14 00:00:00,92000000,97,A Good Day to Die Hard
Sci-Fi Adventure,89107235,PG-13,2013-04-19 00:00:00,120000000,125,Oblivion
Sci-Fi,93050117,R,2013-08-09 00:00:00,115000000,109,Elysium
Animation,83028128,PG,2013-07-17 00:00:00,135000000,96,Turbo
Animation,119793567,PG,2013-09-27 00:00:00,78000000,95,Cloudy with a Chance of Meatballs 2
Comedy,150394119,R,2013-08-07 00:00:00,37000000,110,We're the Millers
Animation,107518682,PG,2013-05-24 00:00:00,100000000,102,Epic
Western,89302115,PG-13,2013-07-03 00:00:00,215000000,149,The Lone Ranger
Drama,150117807,R,2013-12-13 00:00:00,40000000,138,American Hustle
Comedy,133668525,PG-13,2013-07-12 00:00:00,80000000,101,Grown Ups 2
Sci-Fi,60522097,PG-13,2013-05-31 00:00:00,130000000,100,After Earth
Animation,90288712,PG,2013-08-09 00:00:00,50000000,92,Planes
Comedy,159582188,R,2013-06-28 00:00:00,43000000,117,The Heat
Action Comedy,55703475,R,2013-01-25 00:00:00,50000000,88,Hansel and Gretel: Witch Hunters
Drama,107100855,PG-13,2013-10-11 00:00:00,55000000,134,Captain Phillips
Action Drama,73103784,PG-13,2013-06-28 00:00:00,150000000,137,White House Down
Fantasy,68559554,PG,2013-08-07 00:00:00,90000000,106,Percy Jackson: Sea of Monsters
Foreign,57387,Unrated,2013-02-08 00:00:00,nan,105,Lost in Thailand
Adventure,65187603,PG-13,2013-03-01 00:00:00,195000000,114,Jack the Giant Slayer
Comedy,58236838,PG,2013-12-25 00:00:00,90000000,114,The Secret Life of Walter Mitty
Drama,56671993,R,2013-10-18 00:00:00,20000000,133,12 Years a Slave
Drama,116632095,PG-13,2013-08-16 00:00:00,30000000,132,Lee Daniels' The Butler
Comedy,134506920,R,2013-02-08 00:00:00,35000000,111,Identity Thief
Comedy,125168368,PG-13,2013-12-18 00:00:00,50000000,119,Anchorman 2: The Legend Continues
Horror,83586447,PG-13,2013-09-13 00:00:00,5000000,105,Insidious Chapter 2
Thriller,98925640,R,2013-03-22 00:00:00,70000000,120,Olympus Has Fallen
Action Drama,125095601,R,2013-12-25 00:00:00,40000000,121,Lone Survivor
Comedy,102003019,R,2013-10-25 00:00:00,15000000,93,Jackass Presents: Bad Grandpa
Action Drama,38362475,PG-13,2013-12-25 00:00:00,175000000,127,47 Ronin
Action Comedy,53262560,PG-13,2013-07-19 00:00:00,84000000,116,Red 2
Horror,71628180,PG-13,2013-01-18 00:00:00,15000000,100,Mama
Action Thriller,25135965,R,2013-10-18 00:00:00,nan,116,Escape Plan
Comedy,63914167,PG-13,2013-11-01 00:00:00,28000000,90,Last Vegas
Action Comedy,75612460,R,2013-08-02 00:00:00,61000000,109,2 Guns
Family Adventure,36076121,PG,2013-12-20 00:00:00,80000000,87,Walking with Dinosaurs
Comedy,101470202,R,2013-06-12 00:00:00,32000000,107,This is the End
Sci-Fi,61737191,PG-13,2013-11-01 00:00:00,110000000,114,Ender's Game
Action Thriller,61002302,R,2013-09-20 00:00:00,46000000,146,Prisoners
Drama,83301580,PG-13,2013-12-13 00:00:00,35000000,120,Saving Mr. Banks
Drama,66380662,PG-13,2013-02-01 00:00:00,35000000,97,Warm Bodies
Sci-Fi Horror,45385935,PG-13,2013-04-05 00:00:00,10000000,127,Jurassic Park 3D
Animation,55750480,PG,2013-11-01 00:00:00,55000000,90,Free Birds
Crime Drama,46000903,R,2013-01-11 00:00:00,60000000,113,Gangster Squad
Drama,37709979,PG-13,2013-11-22 00:00:00,12000000,95,Philomena
Foreign,44467206,PG-13,2013-08-30 00:00:00,nan,115,Instructions Not Included
Sci-Fi Fantasy,42025135,R,2013-09-06 00:00:00,38000000,119,Riddick
Romance,71349120,PG-13,2013-02-14 00:00:00,28000000,115,Safe Haven
Horror,54239856,R,2013-04-05 00:00:00,17000000,91,Evil Dead
Comedy,33405481,PG-13,2013-07-26 00:00:00,nan,98,Blue Jasmine
Fantasy Drama,31165421,PG-13,2013-08-21 00:00:00,60000000,120,The Mortal Instruments: City of Bones
Comedy,44672764,PG-13,2013-06-07 00:00:00,58000000,119,The Internship
Action Drama,26947624,R,2013-09-20 00:00:00,38000000,123,Rush
Thriller,64473115,R,2013-06-07 00:00:00,3000000,85,The Purge
Foreign / Action,8031955,Unrated,2013-12-20 00:00:00,nan,172,Dhoom 3
Comedy,15322921,R,2013-11-01 00:00:00,nan,123,About Time
Action,49875291,R,2013-04-26 00:00:00,26000000,129,Pain and Gain
Horror,35266619,R,2013-10-18 00:00:00,30000000,92,Carrie
Action Comedy,36918811,R,2013-09-13 00:00:00,30000000,112,The Family
Comedy,32015787,PG-13,2013-04-12 00:00:00,20000000,85,Scary Movie 5
Action / Adventure,33618855,PG-13,2013-07-19 00:00:00,130000000,96,R.I.P.D.
Foreign,23462,Unrated,2013-07-26 00:00:00,nan,116,Tiny Times
Drama,21488481,PG-13,2013-11-08 00:00:00,nan,131,The Book Thief
Animation,57012977,PG,2013-02-15 00:00:00,40000000,89,Escape From Planet Earth
Comedy / Drama,37738810,R,2013-12-27 00:00:00,nan,130,August: Osage County
Comedy / Drama,70525195,R,2013-11-15 00:00:00,17000000,122,The Best Man Holiday
Foreign / Action,87783,Unrated,2013-09-27 00:00:00,nan,110,Young Detective Dee: Rise of the Sea Dragon
Thriller,16973715,R,2013-10-25 00:00:00,25000000,117,The Counselor
Thriller,51872378,R,2013-03-15 00:00:00,13000000,95,The Call
Concert,28873374,PG,2013-08-30 00:00:00,10000000,92,One Direction: This is Us
Foreign / Action,6594959,PG-13,2013-08-23 00:00:00,nan,130,The Grandmaster
Thriller,32172757,R,2013-02-08 00:00:00,nan,106,Side Effects
Sci-Fi Thriller,26627201,PG-13,2013-03-29 00:00:00,40000000,125,The Host
Thriller,19316646,R,2013-10-04 00:00:00,30000000,91,Runner Runner
Animation,1002895,PG,2013-03-15 00:00:00,nan,91,From Up on Poppy Hill
Action Comedy,28795985,R,2013-08-16 00:00:00,28000000,103,Kick-Ass 2
Comedy,40041683,R,2013-01-11 00:00:00,2500000,80,A Haunted House
Drama,19452138,PG-13,2013-02-14 00:00:00,60000000,132,Beautiful Creatures
Comedy,18390117,PG-13,2013-01-11 00:00:00,nan,98,Quartet
Drama,27298285,R,2013-11-01 00:00:00,5000000,117,Dallas Buyers Club
Foreign,515876,Unrated,2013-10-04 00:00:00,nan,142,The Face Reader
Comedy,52543354,PG-13,2013-12-13 00:00:00,nan,105,Tyler Perry's A Madea Christmas
Drama,51975354,PG-13,2013-03-29 00:00:00,nan,111,Tyler Perry's Temptation: Confessions of a Marriage Counselor
Comedy,30664106,PG-13,2013-11-22 00:00:00,26000000,105,Delivery Man
Foreign / Action,665210,Unrated,2013-02-15 00:00:00,nan,120,The Berlin File
Action,12050299,R,2013-01-18 00:00:00,45000000,107,The Last Stand
Comedy,25682380,R,2013-03-01 00:00:00,13000000,93,21 and Over
Comedy / Drama,25568251,R,2013-12-18 00:00:00,23000000,120,Her
Foreign,43788,Unrated,2013-08-16 00:00:00,nan,117,Tiny Times 2
Horror,34341945,R,2013-01-04 00:00:00,nan,92,Texas Chainsaw 3D
Romantic Comedy,21819348,R,2013-04-26 00:00:00,35000000,89,The Big Wedding
Action / Crime,17616641,R,2013-01-25 00:00:00,35000000,118,Parker
Comedy,26004851,R,2013-08-23 00:00:00,20000000,109,The World's End
Sports Comedy,29807260,PG-13,2013-12-25 00:00:00,40000000,113,Grudge Match
Action Thriller,20158898,R,2013-11-27 00:00:00,22000000,110,Homefront
Action,42930462,PG-13,2013-02-22 00:00:00,nan,112,Snitch
Drama,16131410,PG-13,2013-08-16 00:00:00,12000000,122,Jobs
Drama,21403519,R,2013-03-29 00:00:00,15000000,140,The Place Beyond the Pines
Comedy / Drama,13235319,R,2013-12-06 00:00:00,nan,105,Inside Llewyn Davis
Drama,21590086,PG-13,2013-04-26 00:00:00,nan,130,Mud
Comedy,8840453,R,2013-01-25 00:00:00,6000000,97,Movie 43
Concert,32244051,R,2013-07-03 00:00:00,nan,75,Kevin Hart: Let Me Explain
Crime Drama,14124284,R,2013-03-15 00:00:00,5000000,94,Spring Breakers
Foreign,457806,Unrated,2013-03-22 00:00:00,nan,134,New World
Comedy,24477704,R,2013-09-27 00:00:00,3000000,90,Don Jon
Romantic Comedy,34657,R,2013-08-09 00:00:00,nan,97,I Give It a Year
Comedy / Drama,17654912,R,2013-11-15 00:00:00,12000000,110,Nebraska
Comedy,22537881,PG-13,2013-03-15 00:00:00,30000000,100,The Incredible Burt Wonderstone
Drama,8323085,PG-13,2013-11-29 00:00:00,nan,139,Mandela: Long Walk to Freedom
Animation,1029,Unrated,2013-12-06 00:00:00,nan,84,Khumba
Thriller,17418667,PG-13,2013-02-22 00:00:00,3500000,97,Dark Skies
Comedy,17550872,PG-13,2013-09-18 00:00:00,nan,93,Enough Said
Crime Thriller,2328743,R,2013-04-05 00:00:00,20000000,101,Trance
Comedy,21506546,PG-13,2013-07-05 00:00:00,nan,103,"The Way, Way Back"
Foreign,1517410,PG-13,2013-04-26 00:00:00,nan,101,Kon-Tiki
Romantic Comedy,21569509,PG-13,2013-09-27 00:00:00,nan,96,Baggage Claim
Drama,335359,PG-13,2013-11-01 00:00:00,nan,113,Diana
Foreign,2852400,Unrated,2013-11-15 00:00:00,nan,142,The Great Beauty
Foreign / Action,0,Not Yet Rated,2013-01-06 00:00:00,nan,117,22 Bullets
Comedy / Drama,2450867,PG-13,2013-03-22 00:00:00,nan,98,The Sapphires
Crime Thriller,19701164,R,2013-01-18 00:00:00,35000000,109,Broken City
Thriller,5133027,R,2013-04-05 00:00:00,nan,125,The Company You Keep
Crime,5845732,R,2013-06-14 00:00:00,nan,90,The Bling Ring
Horror,18494006,R,2013-08-23 00:00:00,nan,96,You're Next
Thriller,10895295,R,2013-03-08 00:00:00,nan,110,Dead Man Down
Comedy / Drama,18007317,PG-13,2013-03-22 00:00:00,13000000,117,Admission
Drama,16101339,R,2013-07-12 00:00:00,nan,90,Fruitvale Station
Drama,8888355,PG-13,2013-09-20 00:00:00,20000000,109,Battle of the Year
Thriller,11330849,R,2013-12-04 00:00:00,22000000,106,Out of the Furnace
Foreign,894,Unrated,2013-11-08 00:00:00,nan,82,Billy and Buddy
Horror,15179302,PG-13,2013-03-01 00:00:00,5000000,88,The Last Exorcism Part II
Action,8008161,R,2013-10-11 00:00:00,nan,107,Machete Kills
Thriller,7385015,PG-13,2013-08-16 00:00:00,35000000,115,Paranoia
Drama,6263670,PG-13,2013-10-18 00:00:00,nan,100,All Is Lost
Animation,375627,Unrated,2013-12-06 00:00:00,nan,116,Puella Magi Madoka Magica the Movie: Rebellion
Documentary,0,G,2013-11-27 00:00:00,nan,40,Journey to the South Pacific
Horror Thriller,1714221,R,2013-03-01 00:00:00,12000000,,Stoker
Foreign,389757,R,2013-04-19 00:00:00,nan,105,In the House
Foreign,1368119,R,2013-06-28 00:00:00,nan,102,I'm So Excited
Foreign,217883,PG-13,2013-09-20 00:00:00,nan,95,Haute Cuisine
Drama,8114627,R,2013-05-24 00:00:00,nan,108,Before Midnight
Foreign,1331747,PG-13,2013-12-20 00:00:00,nan,130,The Past
Drama,779188,R,2013-07-19 00:00:00,nan,89,Only God Forgives
Romantic Comedy,1631709,R,2013-05-03 00:00:00,nan,116,Love is All You Need
Action Thriller,9489829,R,2013-02-01 00:00:00,nan,91,Bullet to the Head
Comedy,9177065,PG-13,2013-05-10 00:00:00,15000000,95,Tyler Perry Presents Peeples
Documentary,0,Unrated,2013-09-13 00:00:00,nan,45,Jerusalem
Drama,3255008,R,2013-10-18 00:00:00,28000000,124,The Fifth Estate
Fantasy,105095,PG-13,2013-03-15 00:00:00,nan,108,Upside Down
Drama,3419967,R,2013-09-27 00:00:00,18000000,93,Metallica Through the Never
Romantic Comedy,5842961,PG,2013-10-04 00:00:00,nan,112,Pulling Strings
Musical,7018189,PG,2013-11-27 00:00:00,17500000,92,Black Nativity
Foreign,2199787,NC-17,2013-10-25 00:00:00,nan,179,Blue Is the Warmest Color
Comedy / Drama,1702668,PG-13,2013-06-21 00:00:00,nan,93,Unfinished Song
Comedy / Drama,346669,Unrated,2013-04-12 00:00:00,nan,101,The Angels' Share
Comedy / Drama,6854611,R,2013-08-02 00:00:00,nan,95,The Spectacular Now
Crime,26650,R,2013-03-01 00:00:00,nan,112,The Sweeney
Documentary,6206566,PG,2013-12-25 00:00:00,5000000,91,Believe
Foreign,0,Unrated,2013-01-11 00:00:00,nan,,Matru Ki Bijlee Ka Mandola
Thriller,5750401,R,2013-08-28 00:00:00,nan,96,Closed Circuit
Foreign,179091,R,2013-09-06 00:00:00,nan,111,Populaire
Foreign,175058,Unrated,2013-11-01 00:00:00,nan,112,Broken Circle Breakdown
Foreign / Action,134213,Unrated,2013-04-12 00:00:00,nan,154,Fists of Legend
Action Comedy,5307960,Unrated,2013-08-08 00:00:00,nan,141,Chennai Express
Documentary,4946445,PG-13,2013-06-14 00:00:00,nan,90,20 Feet from Stardom
Thriller,2193658,R,2013-11-27 00:00:00,30000000,120,Oldboy
Foreign,76543,Unrated,2013-12-06 00:00:00,nan,108,Commitment
Foreign,8884,Unrated,2013-03-29 00:00:00,nan,110,White Elephant
Comedy / Drama,4328849,PG-13,2013-06-07 00:00:00,nan,107,Much Ado About Nothing
Comedy / Drama,4069826,R,2013-05-17 00:00:00,nan,86,Frances Ha
Foreign,285151,R,2013-08-16 00:00:00,nan,102,You Will Be My Son
Foreign,3827466,Unrated,2013-05-31 00:00:00,nan,125,Yeh Jawaani Hai Deewani
Foreign,0,Unrated,2013-05-17 00:00:00,nan,104,Pieta
Comedy,0,Unrated,2013-03-29 00:00:00,nan,116,Mental
Comedy,3491669,R,2013-07-26 00:00:00,1500000,100,The To-Do List
Drama,3622,R,2013-11-01 00:00:00,nan,155,Mr. Nobody
War Drama,3346265,PG-13,2013-03-08 00:00:00,nan,98,Emperor
Action Comedy,3310031,R,2013-02-01 00:00:00,nan,93,Stand Up Guys
Comedy,2963902,R,2013-08-09 00:00:00,nan,,In a World
Foreign,2738863,Unrated,2013-11-15 00:00:00,nan,,Ram-Leela
Foreign,101700,R,2013-10-25 00:00:00,nan,113,Capital
Drama,2301839,PG-13,2013-05-31 00:00:00,nan,116,The East
Drama,2387730,PG,2013-10-18 00:00:00,nan,118,I'm In Love With a Church Girl
Foreign,2343664,R,2013-02-15 00:00:00,nan,118,No
Foreign,2293798,R,2013-03-29 00:00:00,nan,111,Renoir
Drama,2258620,PG,2013-11-15 00:00:00,nan,100,The Christmas Candle
Foreign,72577,R,2013-03-15 00:00:00,nan,116,Reality
Foreign / Action,2191534,Unrated,2013-11-01 00:00:00,nan,150,Krrish 3
Romantic Comedy,2159041,PG-13,2013-08-16 00:00:00,nan,97,Austenland
Foreign / Action,18759,PG-13,2013-02-08 00:00:00,nan,100,The Sorcerer and the White Snake
Foreign,0,Unrated,2013-10-18 00:00:00,nan,106,The Snitch Cartel
Thriller,1969193,R,2013-05-03 00:00:00,nan,105,The Iceman
Horror,0,R,2013-10-11 00:00:00,nan,88,All the Boys Love Mandy Lane
Foreign,1775316,PG,2013-05-24 00:00:00,nan,90,Fill the Void
Comedy,340058,R,2013-03-22 00:00:00,nan,103,Starbuck
Foreign,1636731,Unrated,2013-07-12 00:00:00,nan,140,Bhaag Milkha Bhaag
Foreign,101944,Unrated,2013-08-23 00:00:00,nan,110,Therese
Documentary,1600145,PG-13,2013-05-10 00:00:00,nan,108,Stories We Tell
Drama,356582,R,2013-08-09 00:00:00,nan,92,Lovelace
Foreign / Action,1579940,Unrated,2013-01-25 00:00:00,nan,150,Race 2
Drama,1436900,R,2013-04-12 00:00:00,nan,115,Disconnect
Comedy,1378591,PG-13,2013-07-19 00:00:00,nan,103,Girl Most Likely
